2018.12.19 12:18,323,1dnj****,211.36.***.225,0,2,조~깟~~노,
2018.01.24 00:50,964,2012****,180.65.***.99,5,4,"했어요
제약주들 익절한 돈 몽땅
한국단자 한국전력 풀매수
길어야 두세달 그 안에 답 나오지 않을까요","['8만은 가고도 남을 거 같은데?? 오닉스님 안티신가요?ㅋ', 'ㅋㅋㅋㅋㅋ웰컴투 헬', '2012 야 도라이자슥아 거래없이 조금 오른건 아무의미없어 오후에 도로 다 밀어버린다 잘봐라 ㅋㅋ ㅉㅉㅉ']"
2018.01.21 22:26,1149,tnsq****,110.12.***.218,8,5,"올해 주가가 2014말부터 현재까지 기준

약 3년봉으로 최저점 구간

그 이유는 주 원자재가 황동(구리)인데

글로벌 구리값 상승추세 단가 하락으로

이익률 하락

두번째 현대자동차의 협력 및 하청업체

단가 조율 압박 특히 roe10%넘는

한국단자는 자동차 부품 업계중 가장 높은

수익률로 현대자동차는 그런 한국단자의 납품단가

꾸준히 낮출려고 하는중

이제 장점은 2018년도 2019년도

예상 재무기준

2018 8300억 순이익 687 2019 9100억 이익7xx

즉 어쩔수없는 한국단자의 외형성장

전기차시장 발전으로 이익률이 작아져도

커버가된다는것.

꾸준히 2019년까지는 외형성장 예정이고

약 2022년까지는 꾸준히 발전할것으로보임",['분석같은 소리하고있네 ^^야 부끄럽지도 않냐?? 개잡주 오늘같은 날도 마이너스다 ㅉㅉㅉㅉ']
2018.01.21 11:15,753,tnsq****,110.12.***.218,2,2,?,['67000원']
2018.01.19 16:50,841,gags****,121.184.***.151,11,2,내 기준으로 제 1원칙이 직원복지&연봉수준인데 여기는 답없다고 보면 됨.,[]
2018.01.18 12:01,583,naco****,59.16.***.216,2,1,"쓰벌...있는돈 다털어 샀드니만 이게 뭡니까?
언제까지 기둘러야 함? ...잘 되는 회산질 알았는데...누가 답변좀...부탁해요?",['님이나 많이 기다리세요 기다리는 상승은 오직 않는법입니다.\n자금에 장은 가는게 가고 가는게 무너지면 장 다 끝난거라 못간게 더 빠지는 시장입니다.']
2018.01.17 17:00,683,gg19****,123.248.***.20,2,2,"인내심
필요할때 기다리는 김에 조금만 더 지켜 봐요",['님이나 많이 기다리세요 기다리는 상승은 오직 않는법입니다.\n자금에 장은 가는게 가고 가는게 무너지면 장 다 끝난거라 못간게 더 빠지는 시장입니다.']
2018.01.12 16:01,936,capt****,121.175.***.102,0,4,"개인이 졸라 파니 이제 매수 시점
?슬 가보자",['책임 못질소리 함부러 나불거리지마라 아작나기전에']
2018.01.03 09:55,1331,canc****,223.62.***.254,3,4,나름 전기차 수혜주로 알았는데,"['망하기는 ㅋㅋㅋ 매출액이 늘었는데 .. 순이익이 조금 2%정도 재작년보다 빠져서 그렇지\n붙들고 있으세요... 꽉', '지금이 매집기회 아니겠어요...\n이런 초우량회사 를 이 가격에 언제나 잡기는 쉽지않겠죠.']"
2017.12.28 00:33,1241,alli****,203.236.***.38,2,1,"참조용=가치추출 재검 결과 65,800 원, 하락 진행형, 41에 26 으로 설정 후 <차트 확인 검토>
참조용~참조용~믿고 안~믿고 는 본인의 의지 소신것. 성투.",['니가 설치는 종목마다 상승한거 알지^^ 이 종목도 많이 설쳐대서 상승시켜라~']
2017.12.14 15:34,641,capt****,218.146.***.177,0,2,"회사 상장폐지 하나
동시호가에 하한가 40000원애 2800여주 매도 나와선 체결도 안되고 가버렸네
옵션만기가 무섭긴 무섭네..
주식 같잖은것이 코200에 들어가서는.....

선물이 현물을 아주 박살을 낸 날!
단자 거래량도 없는데 프로그램 매도 보소",[]
2017.12.01 16:09,1439,capt****,110.70.***.102,3,2,액분 해야 합니다,[]
2017.11.28 00:14,1441,pica****,121.161.***.161,4,2,"보니까 아들한테 승계할려고
일감몰아주기도 하는 거 같고..
아들이 사장인 인터내쇼날에서 이달 들어 계~속 장내매수 하던데...
장내매수 할라고 주가 눌르기 하는거면
승계 끝나면 좀 괜찮아질 거 같기도 해서..
장투로 가볼려고 하는데 오빠들 생각이 어때요?",['오빠 바쁘니까 좀 가라!!']
2017.11.28 17:15,1204,gg19****,123.248.***.20,1,0,내년 상반기까지 보유하면 보상 받을거유?,[]
2017.11.17 23:04,1286,gg19****,123.248.***.20,5,3,"?매출도 증가하고 가동은 잘 되고 있다는 답변을
들었는데 실적이 증가 한다고 했어요
완전 iIR팀 완전 시기꾼 세끼네요?
거짓말까지 주주들에게 하는 회사네요
어처구니 없어요 실적이 안좋아서 실적발표
늦게하는것 아니냐 하니까 통상적으로
그렇게 한다고해요 뮌가 냄새가 나니 늦게 하는게
맞아요 진짜 나쁜 놈이고 믿을 수 없네요",[]
2017.11.12 14:44,657,inri****,122.44.***.199,0,0,실적은 작년 만치만 하더라도... ^..^,[]
2017.11.12 19:41,669,gg19****,123.248.***.20,1,5,"14일해요 2분기 보단 증가 했어요
건데 왜 주가는 탄력이 없고 비실거릴까
주포한데 물어봐야죠 실적나오면 탄력이
붙지 않을까 판단돼요",['이 새끼 사기꾼이구만 야 실적이 좋아졌다며 왜 주가가 까꾸로 가냐?? 어? 개사기꾼아']
2017.11.12 19:48,909,gg19****,123.248.***.20,0,3,"코스피 200종목중 제일 소외됨 왜 꺼꾸로 움직일까
담달가면 판가를 날거요 지수와 반대로 움직여서
답답하지만 인내하세요",[]
2017.11.02 10:20,1286,capt****,121.175.***.102,1,0,"대주주 친족 가족 다 장.내.매.도 중
뭔가 있다.
저번에 이상례. 이번엔 이 창원, 이 혁준, 이원준 이경자 이 경희. 이 봉원.... 다 파네 뭔가 좋은(?)일 있나?.. 대주주들 연속 매도는 최대 악재",[]
2017.10.31 17:24,700,leeh****,223.62.***.110,0,0,취득 감사용♡,[]
2017.10.27 01:51,594,tenc****,122.40.***.222,3,1,"10주, 20주 사기도 쉽지 않네. 100주 단위 살려면 1,2%는 훌쩍 올라가니...세력이 있다면 물량솩보할려면 몇 년 걸리겠다.",[]
2017.10.18 11:57,1341,nada****,110.70.***.78,1,0,좋은 분위기,[]
2017.10.08 07:37,1745,moon****,110.70.***.53,1,0,"안녕하십니까?
공매도에 많이 시달린 개인주주입니다

주가를 왜곡하는 공매도 폐지 동참을
구하고자 이렇게 게시하게 되었읍니다

적극적인 참여 부탁드리고
모두 성공투자 하시기 바랍니다

http://www1.president.go.kr/petitions/15602

해당 주소로 이동하면 하단에 있고 10.20일 마감이고 본인의견 기술후 간단히 동의할수있으니 개인주주는 모두 참여합시다

스마트폰에서 간단히 할수있으니 모두 동참해 주시기 바랍니다

아울러 네이버 토론방 글쓰기가 1일 50건으로 제한되있어 뜻있는분들이 시간되실때 이내용을 조회수가 많고 전파가 안된 종목에 게시해 주시면 정말 감사하겠읍니다

수많은 국민이 원한다면 대통령께서
그냥 지나치진 않을거라고 생각합니다

이번 한가위 가족분들과 즐겁게 보내시고
명절후 좋은결과가 있기를 바래봅니다",[]
2017.09.28 23:24,2431,gg19****,123.248.***.20,0,0,"어제도.오늘도 시초가 갭하락 시작하여 장중 2200원 하락
매물받고 돌려놓고 종가 고가 언저리 맞춰 놓고
기관이 잡고 있죠 팔자로 갖고 놀지요",[]
2017.09.23 11:42,1422,gg19****,223.62.***.43,2,0,"종가 급락은 상승 징후로 누르면 받아 가세요
올리기 위한 수작인걸 알아야 해요
엘지이노텍이 작년 이맘때 두달간 이런식으로
흔들더니 6개월만에 백프로 넘게 올려놨지요
본인은 알고 끝까지 가져 갔지요 2733주 대박남
한국단자 2065주 보유중 밀리면 추격 매수 했고요
평단가 공개할게요 이익이든 손해든 본인 책임인데
1500주ㅡ66400원 65주ㅡ69100원
지난 목요일 500주ㅡ72000 종가 체결
4차산업혁명주로써 핵심부품생산하며 중심에
서 있다는 것을 알아야 해요
년말이 다가오면 답이 나와요 이상",[]
2017.09.26 17:17,717,gg19****,123.248.***.20,0,0,"오늘도 정신없이 흔들고 종가 당겨 놨지요
신의 경지에서 바라 보아야 합니다",[]
2017.09.27 16:54,657,gg19****,123.248.***.20,0,0,"오늘 보시면 알겠지만 시가 하락 출발하여
장중 2400원 하락 하더니 매물 나오면 소회시키고
후장 내내 보합 강보합에서 놀더니 동시호가전
300원 상승으로 끝났지만 동시호가 300ㅡ700구간에서
움직이다 장마감 3초전에 보합으로 맞추는거 봐요
이건 완전히 계획적이죠",[]
2017.09.20 15:16,441,bam1****,114.202.***.115,0,1,"너무너무 좋은회사입니다

배당만 더준다면 금상첨화^0^~",[]
2017.09.18 17:56,840,gg19****,123.248.***.20,0,0,"의사 결정이 맞아요 오늘 봐요 시초가 종가
동일하게 맞췄 놨잖아요 기계적으로 아니면
할수가 없지요",[]
2017.09.19 08:03,686,gg19****,123.248.***.20,1,0,"내년까지~~~
상반기죠 11만원 오면 매도",[]
2017.09.14 15:17,865,nada****,175.223.***.217,1,1,차분히 가자~,[]
2017.09.14 13:55,362,dhtm****,1.11.***.107,0,0,"요놈 대박 아닌가
셀바스ai 관종 해야할듯
크게 날아갈라나??",[]
2017.09.11 18:29,542,gg19****,123.248.***.20,0,5,"외인이 흔들면서 끌어올리고 있죠
인내로써 버티세요 10월되면 여섯자리
볼수 있을거요",[]
2017.09.07 23:39,645,gg19****,123.248.***.20,0,0,"종가 900원 하락시킨 주범이 어디죠?
상승시키기위한 전조가요",[]
2017.09.06 02:41,781,ccc5****,122.128.***.203,9,1,"정말 죽여 버리고 싶다 우리 주주들돈 도둑질해가는 회장일가 새끼

아들새끼 회사로 전부 이익 다 빼돌리고 있네

18 국민연금도 대주주인데 고소 안하냐???


기사전문
------------------------------------------------------------------------------------------

한국단자공업 물건 팔아 돈 버는 케.이.티.인터내쇼날

이러한 실태는 일반 국민에게 다소 낯선 이름의 한국단자공업이란 기업에서도 포착된다.

한국단자공업은 커넥터와 자동차 전장모듈 등을 생산하는 곳으로, 지난해 연결기준 매출 7,142억원, 영업이익과 당기순이익은 각각 904억원, 671억원을 기록했다. 이창원 회장이 최대주주이자 대표이사고, 그의 아들인 이원준 사장도 경영 일선에 참여하고 있다.

지난해 말 기준, 한국단자공업의 계열사는 총 8개가 있다. 그 중 주목해야할 곳은 케.이.티.인터내쇼날이란 독특한 이름의 회사다.

케.이.티.인터내쇼날의 최대주주는 이원준 회장이며, 특수관계인을 포함해 지분 100%를 보유하고 있다. 오너일가, 특히 후계자로 유력한 인물의 개인회사인 셈이다.

케.이.티.인터내쇼날의 주력사업은 커넥터 등을 판매하는 것이다. 지난해 매출액은 556억원이었는데, 그 중 상품매출액이 506억원을 차지했다. 상품매출이란 직접 제조한 제품이 아닌, 다른 회사가 만든 상품을 매입해 되판 것을 의미한다. 제품매출액은 4억원 수준이었다.

문제는 한국단자공업으로부터 가져다 판 상품의 비중이 압도적으로 높다는 점이다. 케.이.티.인터내쇼날의 지난해 상품매출원가는 445억원이었고, 이 중 재고를 제외한 순수 당기 매입 규모는 442억원이었다. 그런데 한국단자공업으로부터의 매입 규모가 441억원에 달한다.

즉, 케.이.티.인터내쇼날의 매출 대부분은 한국단자공업이 생산한 제품에 마진을 붙여 판매하는 방식으로 발생하고 있다. 한국단자공업의 수익 중 일부분을 오너일가 개인회사가 일부 편취하고 있는 셈이다.

◇ 일감 몰아주기 활용법의 정석?

케.이.티.인터내쇼날은 이러한 방식으로 급격히 성장해 안정적인 매출을 올리고 있을 뿐 아니라, 현금도 두둑하게 쌓아두고 있다. 지난해 말 기준 이익잉여금이 417억원이다. 그리고 이 자금은 향후 승계를 위해 활용될 가능성이 높아 보인다.

이창원 회장은 1936년생으로 여든을 훌쩍 넘긴 고령이다. 승계 문제 해결이 당면과제일 수밖에 없다. 하지만 최근 몇 년 새 주가가 크게 오르며 승계 자금 마련이 큰 부담으로 작용하고 있다.

이창원 회장의 한국단자공업 지분은 12.84%이고, 이원준 사장은 6.94%를 갖고 있다. 특수관계인을 모두 더한 지분은 32.59%다. 여기에 기술협력을 맺고 있는 일본의 야자키가 7.02%, 경영 참여 의사가 없다고 밝힌 한일시멘트가 6.24%, 피델리티자산운용이 6.72%, KB자산운용이 5.65%의 지분을 보유 중이다.

이원준 사장이 경영권을 이어받는 가장 기본적인 방법은 이창원 회장의 지분을 증여받는 것이다. 하지만 막대한 세금으로 인해 지분율이 낮아질 위험성이 존재한다.

이러한 상황에서 핵심적인 역할로 부상하고 있는 것이 바로 케.이.티.인터내쇼날이다. 케.이.티.인터내쇼날은 2004년 처음 한국단자공업 지분을 취득한 이래 꾸준히 확대해 나가고 있다. 최근에도 한국단자공업 주식을 장내매수한 케.이.티.인터내쇼날의 현재 지분은 6.73%다.

케.이.티.인터내쇼날은 향후 어떤 식으로든 이원준 사장의 승계에 기여를 할 가능성이 높다. 결과적으로, 오너일가가 부담해야할 증여 비용을 일감 몰아주기로 충당하는 상황이 되는 것이다. 다만, 이것이 불법은 아니다. 한국단자공업은 일감 몰아주기 규제 대상에서 제외돼있다.

이와 관련 한 주식시장 관계자는 “일감 몰아주기를 승계 등에 활용하는 전형적인 방식 중 하나”라며 “이 같은 문제를 해결하기 위해선 단순한 규제강화 뿐 아니라, 부작용을 최소화할 수 있는 다각도의 접근이 필요해 보인다”고 말했다.",['주주에게 갈 이익을... 일가가 착복한거나 마찬가지군.....']
2017.08.30 21:02,294,gg19****,123.248.***.20,0,0,"년말까지 살금살금 올릴거요
흔들리지말고 버티세요 반드시!",[]
2017.08.14 13:45,1225,knig****,164.124.***.147,1,1,"영업이익이 -10% 빠졌네요..

떨어지는 이유는 2q 실적 아는 세력이 던져서였군...",['실적이 어떻게 되나요? 공시를 안해도 확인할 곳이 있나요?']
2017.08.14 10:52,867,gg19****,123.248.***.68,0,2,"오후3시경 한다고 합니다
관계없이 쭈욱 들고 가시는게 좋습니다",[]
2017.08.11 14:16,597,soon****,59.17.***.166,1,1,먼데?,[]
2017.08.13 11:05,179,gg19****,123.248.***.68,1,2,"워낙 낙폭이 심해서 너무 저평가
재무구조 최고기업이며 4차산업혁명주 중
핵심이지요",[]
2017.08.08 17:39,499,gg19****,123.248.***.68,1,0,"2분기 실적발표 14일 법정기일 꽉 채워서
발표하넹?실적이 나쁘지 않을건데
오늘도 계획적으로 하락 시키네요",['폭이 갈수록 길어지는 이유가 뭘까요?']
2017.07.31 16:15,436,a187****,223.32.***.239,2,0,이무슨 개같은행사또시작하네,[]
2017.07.20 10:02,638,6551****,175.223.***.47,0,0,내용 없음,[]
2017.07.17 13:56,542,maji****,221.161.***.125,2,0,IR담당자 말처럼 지금도 많이 오른거고 5만원 근처에서 들어오세요~~,[]
2017.07.14 11:40,985,gota****,61.254.***.134,0,0,"나도 정말 궁금해서 최저가 찍는 이유를 물어봤음!
담당자는 모른다고 함!!배당 공시이후에 이랗게 떨어지는데 이유가 있지 않냐고 물으니~
시장이 그렇게 움직이니 자기들은 할게 없다고 함!!
그동안 많이 올랐다고만 함!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그런데 52주 최저가 찍는 이유를 회사사람도 모르니!!답답함",['베트남에 투자하더니 죽을쓰네']
2017.07.14 11:03,886,mu11****,223.33.***.34,0,0,왜 주식이 떨어지나요?,[]
2017.07.14 09:26,767,tink****,121.132.***.53,2,0,"배당주려고 내려놓는건지 원 ㅡ
단자가 꼬라박아 놓을줄이야
이럴려고 배당준다믄 안줘도 된다",[]
2017.07.13 09:23,478,capt****,121.175.***.102,0,4,"52주 신저가 기록
도데체 신저가 가 되는 이유가 뭘까
공시도 안뜨고",[]
2017.07.12 17:08,553,capt****,121.175.***.102,4,0,..,[]
2017.07.11 10:17,609,capt****,121.175.***.102,3,1,평균거래량이 일정기간의 거래일수 거래량에 현저히 못 미침.,['거래일수 거래량이 얘는 원래그래요 ^^^^']
2017.07.07 11:48,717,capt****,121.175.***.102,2,0,"누르고 빠지고 허수 매도 걸고 밑 호가에서 매집하는 세력은 도데체 어떤 넘...

주가가 절대 올라서는 안되는 이유가 있을 것인데
공매는 거의 없는 종목이 허수로 누르고 매수하는이유가... 그것이 알고 싶다...

숭계하나?",[]
2017.06.27 09:06,1299,6821****,223.33.***.34,0,1,28일까지 매수완료 해야함?,"['중간 배당인데 뭘 얼마나 바래요', '헐 ㅋㅋㅋㅋ 진짜 조금주네 ㅋㅋ']"
2017.06.26 09:19,514,xg01****,121.168.***.174,4,0,미련한건지 욕심이 많은건지 알수가 없네요,[]
2017.06.23 15:37,663,capt****,121.175.***.102,3,0,"Cpal...욕 했슴다... 여기 주주분들은 젊잖으신데... 죄송..

이기 상장주식 맞나?
욕이 부글 부글... 사는 넘 너거도 참 대단한 짱꼴라다. 한 호가도 매도호가로 안 사주네...
절써 4개월 째... 이 지랄을 해요...",[]
2017.06.22 15:31,395,6821****,203.226.***.113,0,0,지루,[]
2017.06.23 09:35,223,capt****,175.223.***.232,0,0,주식수 늘려야 오름,[]
2017.06.17 00:20,886,jwn0****,221.159.***.253,0,1,그 이후 외국인 기관 매수보고,[]
2017.06.15 16:07,512,maji****,221.161.***.125,0,0,"주당 얼마 줄려나,....","['뉴스 나왔자나.. 250원', '작년과 동일 또는 100원']"
2017.06.12 15:30,629,xlsa****,121.171.***.234,1,1,"떠억..바로 1플라스 1프로 이즉이네

200개 샀음..주당 900원.","['ㅋㅋㅋㅋㅋ 돈도 안되겟네', '수고 많았어요']"
2017.06.11 15:20,906,jwn0****,223.62.***.183,1,0,"실적보고 왔습니다..

진주 맞나요?","['탁월한 선택 !!', '제대로 오셨습니다. 분명 성투할것입니다']"
2017.06.08 16:23,720,capt****,121.175.***.102,1,1,"강하게 상향돌파
이제야 겨우 이런 우량주가 바닥에서 비실거리고 있다는 걸 주포가 봤나보네요.. ㅎ..

일차 매물대 강하게 상향돌파하고 주가와 거래량장대양봉으로 우상향 추세선 갈 듯
대량매수 투신...

중간배당 시즌이니 당연 매수가 붙지..
중간배당 500원 ~천원 사이 쯤 될까..","['중간배당 250원~~', '이제 제값을 하려나보네요..1차 목표 8만원 봅니다']"
